LEGEND,NAME,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
,Christian Cord (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,26,2-Jul,2002
,John King (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,26,2-Jul,2002
,Brian Cruz (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,26,4-May,2004
,Amatsu-Mikaboshi (Earth-616),Bad Characters,Gold Eyes,Black Hair,Male Characters,Living Characters,26,6-Feb,2006
,Maria Vasquez (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,26,6-Oct,2006
,Sinclair Abbott (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,26,6-Feb,2006
,Jeff Brown (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,26,7-Jun,2007
,Emery Schaub (Earth-616),Good Characters,Blue Eyes,,Male Characters,Living Characters,26,8-Jul,2008
,Michele Gonzales (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,26,9-May,2009
,Darla Deering (Earth-616),Good Characters,Brown Eyes,Pink Hair,Female Characters,Living Characters,26,12-Dec,2012
,Jia Jing (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,26,12-Dec,2012
,Trevor Hawkins (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,26,12-Dec,2012
,Anna Maria Marconi (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,26,13-May,2013
,Leonard McKenzie (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,26,,
,Claire Voyant (Earth-616),Neutral Characters,Black Eyes,Blond Hair,Female Characters,Living Characters,25,Aug-40,1940
,Heinz Kruger (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,25,Mar-41,1941
,Suwan (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,25,Oct-56,1956
,Jerold Morgan (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,25,Apr-58,1958
,Laura Brown (SHIELD) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,25,Aug-65,1965
,Harokin (Earth-616),Bad Characters,,Blond Hair,Male Characters,Living Characters,25,Jun-66,1966
,Kaluu (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Male Characters,Living Characters,25,Aug-66,1966
,Sidney Levine (Earth-616),,,Grey Hair,Male Characters,Living Characters,25,Aug-67,1967
,Stallior (Earth-616),Bad Characters,,,Male Characters,Living Characters,25,Oct-68,1968
,Hyperion (Squadron Sinister) (Earth-616),Bad Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,25,Oct-69,1969
,Taj Nital (Earth-616),Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters,25,Jul-72,1972
,Robert Frank Jr. (Earth-616),Good Characters,Blue Eyes,Bald,Male Characters,Living Characters,25,Aug-74,1974
,Joseph Manfredi (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,25,Feb-75,1975
,Gena Landers (Earth-616),Good Characters,,,Female Characters,Living Characters,25,Jun-76,1976
,Joshua Stragg (Earth-616),Bad Characters,,,Male Characters,Living Characters,25,Oct-76,1976
,Charles Chandler (Earth-616),Good Characters,Brown Eyes,,Male Characters,Deceased Characters,25,Apr-77,1977
,Fritz von Meyer (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,25,Jul-77,1977
,Peter Quinn (Earth-616),Bad Characters,White Eyes,Bald,Male Characters,Deceased Characters,25,Nov-77,1977
,Elysius (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,25,Nov-78,1978
,Shaitan (Earth-616),Bad Characters,,,Male Characters,Deceased Characters,25,Jan-79,1979
,"Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)",Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,25,Aug-80,1980
,Nga Coy Manh (Earth-616),Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,25,Dec-80,1980
,Harry Osgood (Earth-616),Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,25,Apr-81,1981
,Arthur Chekov (Earth-616),,Brown Eyes,White Hair,Male Characters,Living Characters,25,Dec-82,1982
,Rose Palermo (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,25,Dec-82,1982
,Katherine Waynesboro (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,25,Sep-83,1983
,Black Fox (Thief) (Earth-616),Bad Characters,Brown Eyes,White Hair,Male Characters,Living Characters,25,Aug-84,1984
,Sheoke Sanada (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,25,Jan-84,1984
,Terminus (Destroyer) (Earth-616),Bad Characters,White Eyes,,Male Characters,Living Characters,25,Aug-84,1984
,Martin Fletcher (Earth-616),Bad Characters,,White Hair,Male Characters,Deceased Characters,25,Mar-87,1987
,Bloodscream (Earth-616),Bad Characters,Black Eyes,White Hair,Male Characters,Living Characters,25,Feb-89,1989
,Andrea Sterman (Earth-616),Good Characters,Black Eyes,Blond Hair,Female Characters,Living Characters,25,Dec-90,1990
,Achilles (Helmut) (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,25,Mar-91,1991
,Jeremy Stevens (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,25,Dec-91,1991
,Misha Bushida (Earth-616),Good Characters,,Black Hair,Female Characters,Living Characters,25,Jun-92,1992
,Stacy Arnheim (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,25,Jun-92,1992
,Garabed Bashur (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,25,Sep-93,1993
,Suvik Senyaka (Earth-616),Bad Characters,,,Male Characters,Deceased Characters,25,May-93,1993
